Fext	FextSD	Fgen	R	RSD	Theta	ThetaSD	X	XSD	Y	YSD	Time	Interval	Round
3.44502734379999965313e+004	0.00000000000000000000e+000	3.44500000000000000000e+004	6.86357598170000038525e-005	0.00000000000000000000e+000	1.09569900509999996530e+002	0.00000000000000000000e+000	-6.35897785780698579462e-005	0.00000000000000000000e+000	2.58303617096036837344e-005	0.00000000000000000000e+000	7.30929999389918521047e+001	1	1
3.45003437500000000000e+004	0.00000000000000000000e+000	3.45000000000000000000e+004	6.87420397299999975244e-005	0.00000000000000000000e+000	1.09606124879999995869e+002	0.00000000000000000000e+000	-6.45833960497120703435e-005	0.00000000000000000000e+000	2.35468252833993327701e-005	0.00000000000000000000e+000	7.32139999389182776213e+001	1	1
3.45502812500000000000e+004	0.00000000000000000000e+000	3.45500000000000000000e+004	6.87908177499999955737e-005	0.00000000000000000000e+000	1.09586593629999995869e+002	0.00000000000000000000e+000	-6.41567005156012015905e-005	0.00000000000000000000e+000	2.48212486725621952468e-005	0.00000000000000000000e+000	7.33339999389136210084e+001	1	1
3.46001640620000034687e+004	0.00000000000000000000e+000	3.46000000000000000000e+004	6.89280932420000057130e-005	0.00000000000000000000e+000	1.09575073239999994712e+002	0.00000000000000000000e+000	-6.39939477733738703961e-005	0.00000000000000000000e+000	2.56096990680590197746e-005	0.00000000000000000000e+000	7.34519999389303848147e+001	1	1
3.46502304690000019036e+004	0.00000000000000000000e+000	3.46500000000000000000e+004	6.90656306690000051669e-005	0.00000000000000000000e+000	1.09611473079999996116e+002	0.00000000000000000000e+000	-6.50130082550906172011e-005	0.00000000000000000000e+000	2.33103002411001656278e-005	0.00000000000000000000e+000	7.35829999389825388789e+001	1	1
3.47008632809999980964e+004	0.00000000000000000000e+000	3.47000000000000000000e+004	6.91732129780000057221e-005	0.00000000000000000000e+000	1.09600753780000005122e+002	0.00000000000000000000e+000	-6.48602824490556931344e-005	0.00000000000000000000e+000	2.40432351052945330618e-005	0.00000000000000000000e+000	7.37069999389350414276e+001	1	1
3.47503867190000019036e+004	0.00000000000000000000e+000	3.47500000000000000000e+004	6.92241956130000004547e-005	0.00000000000000000000e+000	1.09583503719999995951e+002	0.00000000000000000000e+000	-6.44833970521875414223e-005	0.00000000000000000000e+000	2.51769887571333495315e-005	0.00000000000000000000e+000	7.38289999389089643955e+001	1	1
3.48002773440000019036e+004	0.00000000000000000000e+000	3.48000000000000000000e+004	6.93821275490000017455e-005	0.00000000000000000000e+000	1.09620185849999998595e+002	0.00000000000000000000e+000	-6.55124802493566997822e-005	0.00000000000000000000e+000	2.28472001523896335628e-005	0.00000000000000000000e+000	7.39479999389732256532e+001	1	1
3.48508203120000034687e+004	0.00000000000000000000e+000	3.48500000000000000000e+004	6.95718408680000006787e-005	0.00000000000000000000e+000	1.09571952820000007023e+002	0.00000000000000000000e+000	-6.45106397075285574894e-005	0.00000000000000000000e+000	2.60503053012388962402e-005	0.00000000000000000000e+000	7.40679999389685690403e+001	1	1
3.49001953120000034687e+004	0.00000000000000000000e+000	3.49000000000000000000e+004	6.94976333760000060434e-005	0.00000000000000000000e+000	1.09583290099999999256e+002	0.00000000000000000000e+000	-6.47327074809696988633e-005	0.00000000000000000000e+000	2.52902674372597293837e-005	0.00000000000000000000e+000	7.41869999389164149761e+001	1	1
3.49508242190000019036e+004	0.00000000000000000000e+000	3.49500000000000000000e+004	6.96533534210000041626e-005	0.00000000000000000000e+000	1.09618377690000002644e+002	0.00000000000000000000e+000	-6.57269986720444620914e-005	0.00000000000000000000e+000	2.30553960789182344425e-005	0.00000000000000000000e+000	7.43059999389806762338e+001	1	1
3.50007890620000034687e+004	0.00000000000000000000e+000	3.50000000000000000000e+004	6.99621450620000015930e-005	0.00000000000000000000e+000	1.09531890869999998017e+002	0.00000000000000000000e+000	-6.37712980015716306538e-005	0.00000000000000000000e+000	2.87736562305015021023e-005	0.00000000000000000000e+000	7.44279999389545992017e+001	1	1
3.50502382809999980964e+004	0.00000000000000000000e+000	3.50500000000000000000e+004	7.00180316929999965779e-005	0.00000000000000000000e+000	1.09642715449999997190e+002	0.00000000000000000000e+000	-6.66155519871542117338e-005	0.00000000000000000000e+000	2.15613774051823340336e-005	0.00000000000000000000e+000	7.45449999389238655567e+001	1	1
3.51005781250000000000e+004	0.00000000000000000000e+000	3.51000000000000000000e+004	6.99984884700000065637e-005	0.00000000000000000000e+000	1.09672729489999994712e+002	0.00000000000000000000e+000	-6.72138303013653632366e-005	0.00000000000000000000e+000	1.95471073129499871128e-005	0.00000000000000000000e+000	7.46709999389713630080e+001	1	1
3.51499335940000019036e+004	0.00000000000000000000e+000	3.51500000000000000000e+004	7.00656019030000036876e-005	0.00000000000000000000e+000	1.09582366940000000000e+002	0.00000000000000000000e+000	-6.52381691400242533013e-005	0.00000000000000000000e+000	2.55571879769129755992e-005	0.00000000000000000000e+000	7.47909999389667063951e+001	1	1
3.52005859379999965313e+004	0.00000000000000000000e+000	3.52000000000000000000e+004	7.01075769030000059412e-005	0.00000000000000000000e+000	1.09584899899999996364e+002	0.00000000000000000000e+000	-6.53418167564953189085e-005	0.00000000000000000000e+000	2.54070722864844857655e-005	0.00000000000000000000e+000	7.49139999389881268144e+001	1	1
3.52499570309999980964e+004	0.00000000000000000000e+000	3.52500000000000000000e+004	7.03736950530000032571e-005	0.00000000000000000000e+000	1.09529525759999998513e+002	0.00000000000000000000e+000	-6.40777980144000068423e-005	0.00000000000000000000e+000	2.90945485793883764660e-005	0.00000000000000000000e+000	7.50389999389881268144e+001	1	1
3.53003007809999980964e+004	0.00000000000000000000e+000	3.53000000000000000000e+004	7.04017220409999935687e-005	0.00000000000000000000e+000	1.09591682430000005866e+002	0.00000000000000000000e+000	-6.57875032103572254501e-005	0.00000000000000000000e+000	2.50680451508581477599e-005	0.00000000000000000000e+000	7.51599999389145523310e+001	1	1
3.53504921879999965313e+004	0.00000000000000000000e+000	3.53500000000000000000e+004	7.04727790430000034481e-005	0.00000000000000000000e+000	1.09564331050000006940e+002	0.00000000000000000000e+000	-6.51430199102795572759e-005	0.00000000000000000000e+000	2.68849315232979734630e-005	0.00000000000000000000e+000	7.52789999389788135886e+001	1	1
3.54002890620000034687e+004	0.00000000000000000000e+000	3.54000000000000000000e+004	7.05808051860000061281e-005	0.00000000000000000000e+000	1.09558059689999993225e+002	0.00000000000000000000e+000	-6.50727307612552487940e-005	0.00000000000000000000e+000	2.73347722137439679924e-005	0.00000000000000000000e+000	7.53999999390216544271e+001	1	1
3.54508789059999980964e+004	0.00000000000000000000e+000	3.54500000000000000000e+004	7.07676008459999972191e-005	0.00000000000000000000e+000	1.09570907590000004461e+002	0.00000000000000000000e+000	-6.55916783408773819246e-005	0.00000000000000000000e+000	2.65666155527130928718e-005	0.00000000000000000000e+000	7.55219999389955773950e+001	1	1
3.55002851559999980964e+004	0.00000000000000000000e+000	3.55000000000000000000e+004	7.08146399120000063013e-005	0.00000000000000000000e+000	1.09542961120000001074e+002	0.00000000000000000000e+000	-6.48668079826505517092e-005	0.00000000000000000000e+000	2.84079293157415418568e-005	0.00000000000000000000e+000	7.56439999389695003629e+001	1	1
3.55502968750000000000e+004	0.00000000000000000000e+000	3.55500000000000000000e+004	7.09166197339999951907e-005	0.00000000000000000000e+000	1.09567993160000000330e+002	0.00000000000000000000e+000	-6.56519294056264330868e-005	0.00000000000000000000e+000	2.68140097675711422572e-005	0.00000000000000000000e+000	7.57639999389648437500e+001	1	1
3.56000468750000000000e+004	0.00000000000000000000e+000	3.56000000000000000000e+004	7.10265303499999943113e-005	0.00000000000000000000e+000	1.09616149899999996364e+002	0.00000000000000000000e+000	-6.69702282712275267932e-005	0.00000000000000000000e+000	2.36591745177034212485e-005	0.00000000000000000000e+000	7.58829999389126896858e+001	1	1
3.56505195309999980964e+004	0.00000000000000000000e+000	3.56500000000000000000e+004	7.11395623510000061230e-005	0.00000000000000000000e+000	1.09586135859999998843e+002	0.00000000000000000000e+000	-6.63354637993577732260e-005	0.00000000000000000000e+000	2.56990967548649866753e-005	0.00000000000000000000e+000	7.60009999389294534922e+001	1	1
3.57008359379999965313e+004	0.00000000000000000000e+000	3.57000000000000000000e+004	7.13052722860000036832e-005	0.00000000000000000000e+000	1.09587646480000003635e+002	0.00000000000000000000e+000	-6.65288193603291483531e-005	0.00000000000000000000e+000	2.56584888545934097575e-005	0.00000000000000000000e+000	7.61229999390197917819e+001	1	1
3.57500703120000034687e+004	0.00000000000000000000e+000	3.57500000000000000000e+004	7.13419940440000065933e-005	0.00000000000000000000e+000	1.09576339720000007105e+002	0.00000000000000000000e+000	-6.62685689171294266828e-005	0.00000000000000000000e+000	2.64226586067677983764e-005	0.00000000000000000000e+000	7.62479999390197917819e+001	1	1
3.58006367190000019036e+004	0.00000000000000000000e+000	3.58000000000000000000e+004	7.14523339409999945406e-005	0.00000000000000000000e+000	1.09546813959999994381e+002	0.00000000000000000000e+000	-6.55608918620307631149e-005	0.00000000000000000000e+000	2.84113618799114835676e-005	0.00000000000000000000e+000	7.63699999389937147498e+001	1	1
3.58504375000000000000e+004	0.00000000000000000000e+000	3.58500000000000000000e+004	7.15449350539999994998e-005	0.00000000000000000000e+000	1.09560859679999992977e+002	0.00000000000000000000e+000	-6.60389445516842028003e-005	0.00000000000000000000e+000	2.75233634278344885835e-005	0.00000000000000000000e+000	7.64889999389415606856e+001	1	1
3.59002539059999980964e+004	0.00000000000000000000e+000	3.59000000000000000000e+004	7.16558424760000046852e-005	0.00000000000000000000e+000	1.09562576289999995538e+002	0.00000000000000000000e+000	-6.61885393532594799469e-005	0.00000000000000000000e+000	2.74524501498016883737e-005	0.00000000000000000000e+000	7.66079999390058219433e+001	1	1
3.59506679690000019036e+004	0.00000000000000000000e+000	3.59500000000000000000e+004	7.17723596610000009197e-005	0.00000000000000000000e+000	1.09571273800000000165e+002	0.00000000000000000000e+000	-6.65328120087714536008e-005	0.00000000000000000000e+000	2.69194453418605407599e-005	0.00000000000000000000e+000	7.67269999389536678791e+001	1	1
3.60000781250000000000e+004	0.00000000000000000000e+000	3.60000000000000000000e+004	7.18813316780000049035e-005	0.00000000000000000000e+000	1.09582176210000000083e+002	0.00000000000000000000e+000	-6.69237953318648431207e-005	0.00000000000000000000e+000	2.62322599518476881923e-005	0.00000000000000000000e+000	7.68479999389965087175e+001	1	1
3.60503242190000019036e+004	0.00000000000000000000e+000	3.60500000000000000000e+004	7.19931704229999987373e-005	0.00000000000000000000e+000	1.09575813289999999256e+002	0.00000000000000000000e+000	-6.68593915358533722034e-005	0.00000000000000000000e+000	2.66990327729410548401e-005	0.00000000000000000000e+000	7.69689999389229342341e+001	1	1
3.61003554690000019036e+004	0.00000000000000000000e+000	3.61000000000000000000e+004	7.20790267220000049550e-005	0.00000000000000000000e+000	1.09564201350000004709e+002	0.00000000000000000000e+000	-6.66242222787650329547e-005	0.00000000000000000000e+000	2.75063465211303567358e-005	0.00000000000000000000e+000	7.70909999390132725239e+001	1	1
3.61508242190000019036e+004	0.00000000000000000000e+000	3.61500000000000000000e+004	7.21727847119999957716e-005	0.00000000000000000000e+000	1.09564636230000004957e+002	0.00000000000000000000e+000	-6.67228560524889486097e-005	0.00000000000000000000e+000	2.75131120246972060001e-005	0.00000000000000000000e+000	7.72099999389611184597e+001	1	1
3.62006093750000000000e+004	0.00000000000000000000e+000	3.62000000000000000000e+004	7.23045377529999978546e-005	0.00000000000000000000e+000	1.09621002200000006610e+002	0.00000000000000000000e+000	-6.82913131207271690117e-005	0.00000000000000000000e+000	2.37537940531991542063e-005	0.00000000000000000000e+000	7.73309999390039592981e+001	1	1
3.62509648440000019036e+004	0.00000000000000000000e+000	3.62500000000000000000e+004	7.23976045259999966561e-005	0.00000000000000000000e+000	1.09578636169999995786e+002	0.00000000000000000000e+000	-6.73105093196512641474e-005	0.00000000000000000000e+000	2.66591161937569611948e-005	0.00000000000000000000e+000	7.74529999389778822660e+001	1	1
3.63003593750000000000e+004	0.00000000000000000000e+000	3.63000000000000000000e+004	7.25374775360000011637e-005	0.00000000000000000000e+000	1.09573936459999998760e+002	0.00000000000000000000e+000	-6.73142775003870215845e-005	0.00000000000000000000e+000	2.70272768122612272262e-005	0.00000000000000000000e+000	7.75719999389257282019e+001	1	1
3.63504960940000019036e+004	0.00000000000000000000e+000	3.63500000000000000000e+004	7.26474463589999976598e-005	0.00000000000000000000e+000	1.09658615109999999504e+002	0.00000000000000000000e+000	-6.94641333784926285786e-005	0.00000000000000000000e+000	2.12693590984488415784e-005	0.00000000000000000000e+000	7.76929999389685690403e+001	1	1
3.64005546879999965313e+004	0.00000000000000000000e+000	3.64000000000000000000e+004	7.27075384929999943935e-005	0.00000000000000000000e+000	1.09564704899999995291e+002	0.00000000000000000000e+000	-6.72191325430971520086e-005	0.00000000000000000000e+000	2.77123505654899790495e-005	0.00000000000000000000e+000	7.78139999390114098787e+001	1	1
3.64502578120000034687e+004	0.00000000000000000000e+000	3.64500000000000000000e+004	7.28973463989999960391e-005	0.00000000000000000000e+000	1.09594169620000002396e+002	0.00000000000000000000e+000	-6.81839095541890535986e-005	0.00000000000000000000e+000	2.57871594000185604936e-005	0.00000000000000000000e+000	7.79319999389117583632e+001	1	1
3.64997890620000034687e+004	0.00000000000000000000e+000	3.65000000000000000000e+004	7.28979721319999974215e-005	0.00000000000000000000e+000	1.09605468750000000000e+002	0.00000000000000000000e+000	-6.84715110732416989319e-005	0.00000000000000000000e+000	2.50153255486469120394e-005	0.00000000000000000000e+000	7.80509999389760196209e+001	1	1
3.65504375000000000000e+004	0.00000000000000000000e+000	3.65500000000000000000e+004	7.32135740689999971360e-005	0.00000000000000000000e+000	1.09586730959999997026e+002	0.00000000000000000000e+000	-6.82851435385084998058e-005	0.00000000000000000000e+000	2.64076996325359363352e-005	0.00000000000000000000e+000	7.81729999389499425888e+001	1	1
3.66004648440000019036e+004	0.00000000000000000000e+000	3.66000000000000000000e+004	7.34101922720000013870e-005	0.00000000000000000000e+000	1.09672737119999993638e+002	0.00000000000000000000e+000	-7.04899671719779586211e-005	0.00000000000000000000e+000	2.04992891951277057339e-005	0.00000000000000000000e+000	7.82939999389927834272e+001	1	1
3.66508164059999980964e+004	0.00000000000000000000e+000	3.66500000000000000000e+004	7.33834676790000040849e-005	0.00000000000000000000e+000	1.09552909850000006031e+002	0.00000000000000000000e+000	-6.75094195490534511230e-005	0.00000000000000000000e+000	2.87682394446500305015e-005	0.00000000000000000000e+000	7.84239999389974400401e+001	1	1
3.67006015620000034687e+004	0.00000000000000000000e+000	3.67000000000000000000e+004	7.34361310610000039617e-005	0.00000000000000000000e+000	1.09788124080000002891e+002	0.00000000000000000000e+000	-7.24069112057654885395e-005	0.00000000000000000000e+000	1.22517164041925760622e-005	0.00000000000000000000e+000	7.85439999389927834272e+001	1	1
3.67501289059999980964e+004	0.00000000000000000000e+000	3.67500000000000000000e+004	7.35369831090000055209e-005	0.00000000000000000000e+000	1.09786132809999998017e+002	0.00000000000000000000e+000	-7.24817760821286555858e-005	0.00000000000000000000e+000	1.24128973553121265837e-005	0.00000000000000000000e+000	7.86639999389881268144e+001	1	1
3.68003164059999980964e+004	0.00000000000000000000e+000	3.68000000000000000000e+004	7.35970170350000045577e-005	0.00000000000000000000e+000	1.09472572330000005536e+002	0.00000000000000000000e+000	-6.51720997122213682989e-005	0.00000000000000000000e+000	3.41923724761876638551e-005	0.00000000000000000000e+000	7.87859999389620497823e+001	1	1
3.68500703120000034687e+004	0.00000000000000000000e+000	3.68500000000000000000e+004	7.37545924490000002691e-005	0.00000000000000000000e+000	1.09618591309999999339e+002	0.00000000000000000000e+000	-6.96022646364005638173e-005	0.00000000000000000000e+000	2.43980463316748443295e-005	0.00000000000000000000e+000	7.89079999389359727502e+001	1	1
3.69003242190000019036e+004	0.00000000000000000000e+000	3.69000000000000000000e+004	7.39464449000000055741e-005	0.00000000000000000000e+000	1.09584098819999994134e+002	0.00000000000000000000e+000	-6.88982372011222727855e-005	0.00000000000000000000e+000	2.68534843907942077056e-005	0.00000000000000000000e+000	7.90329999389359727502e+001	1	1
3.69502812500000000000e+004	0.00000000000000000000e+000	3.69500000000000000000e+004	7.40651739760000049802e-005	0.00000000000000000000e+000	1.09560012819999997191e+002	0.00000000000000000000e+000	-6.83410756706005382503e-005	0.00000000000000000000e+000	2.85507858434824732317e-005	0.00000000000000000000e+000	7.91539999389788135886e+001	1	1
3.70003593750000000000e+004	0.00000000000000000000e+000	3.70000000000000000000e+004	7.42142729000000065612e-005	0.00000000000000000000e+000	1.09629074099999996861e+002	0.00000000000000000000e+000	-7.02895662896612722281e-005	0.00000000000000000000e+000	2.38145999942679830114e-005	0.00000000000000000000e+000	7.92739999389741569757e+001	1	1
3.70503867190000019036e+004	0.00000000000000000000e+000	3.70500000000000000000e+004	7.42737393010000019125e-005	0.00000000000000000000e+000	1.09548629759999997191e+002	0.00000000000000000000e+000	-6.82031786227366756395e-005	0.00000000000000000000e+000	2.94094334441856804132e-005	0.00000000000000000000e+000	7.93919999389909207821e+001	1	1
3.71003515620000034687e+004	0.00000000000000000000e+000	3.71000000000000000000e+004	7.44169810789999954491e-005	0.00000000000000000000e+000	1.09571403500000002396e+002	0.00000000000000000000e+000	-6.89879894914008796186e-005	0.00000000000000000000e+000	2.79024081191320306192e-005	0.00000000000000000000e+000	7.95159999389434233308e+001	1	1
3.71502187500000000000e+004	0.00000000000000000000e+000	3.71500000000000000000e+004	7.45366269259999976319e-005	0.00000000000000000000e+000	1.09598312379999995869e+002	0.00000000000000000000e+000	-6.98258303599953792902e-005	0.00000000000000000000e+000	2.60780016113745774964e-005	0.00000000000000000000e+000	7.96379999389173462987e+001	1	1
3.72001093750000000000e+004	0.00000000000000000000e+000	3.72000000000000000000e+004	7.46896912460000040072e-005	0.00000000000000000000e+000	1.09576835630000005040e+002	0.00000000000000000000e+000	-6.93919070795131999116e-005	0.00000000000000000000e+000	2.76281235390863301915e-005	0.00000000000000000000e+000	7.97599999390076845884e+001	1	1
3.72505664059999980964e+004	0.00000000000000000000e+000	3.72500000000000000000e+004	7.48606980779999988621e-005	0.00000000000000000000e+000	1.09597976680000002148e+002	0.00000000000000000000e+000	-7.01206234607948039866e-005	0.00000000000000000000e+000	2.62149247985743153345e-005	0.00000000000000000000e+000	7.98799999390030279756e+001	1	1
3.72999804690000019036e+004	0.00000000000000000000e+000	3.73000000000000000000e+004	7.49883256500000021632e-005	0.00000000000000000000e+000	1.09598182679999993638e+002	0.00000000000000000000e+000	-7.02455778244471330850e-005	0.00000000000000000000e+000	2.62451477401059769942e-005	0.00000000000000000000e+000	8.00009999389294534922e+001	1	1
3.73505234379999965313e+004	0.00000000000000000000e+000	3.73500000000000000000e+004	7.51298648539999985169e-005	0.00000000000000000000e+000	1.09568840030000004049e+002	0.00000000000000000000e+000	-6.95764248312545386136e-005	0.00000000000000000000e+000	2.83481516272417854291e-005	0.00000000000000000000e+000	8.01219999389722943306e+001	1	1
3.74005625000000000000e+004	0.00000000000000000000e+000	3.74000000000000000000e+004	7.53286731200000000269e-005	0.00000000000000000000e+000	1.09605270390000001157e+002	0.00000000000000000000e+000	-7.07494878043018988545e-005	0.00000000000000000000e+000	2.58634678542678592074e-005	0.00000000000000000000e+000	8.02469999389722943306e+001	1	1
3.74504140620000034687e+004	0.00000000000000000000e+000	3.74500000000000000000e+004	7.53952335800000064420e-005	0.00000000000000000000e+000	1.09563751220000000330e+002	0.00000000000000000000e+000	-6.96765067370795995348e-005	0.00000000000000000000e+000	2.88032230054287783619e-005	0.00000000000000000000e+000	8.03689999389462172985e+001	1	1
3.75003789059999980964e+004	0.00000000000000000000e+000	3.75000000000000000000e+004	7.55468499849999984607e-005	0.00000000000000000000e+000	1.09583076480000002562e+002	0.00000000000000000000e+000	-7.03613008053444589744e-005	0.00000000000000000000e+000	2.75066154158581908126e-005	0.00000000000000000000e+000	8.04909999389201402664e+001	1	1
3.75505390620000034687e+004	0.00000000000000000000e+000	3.75500000000000000000e+004	7.57095112929999933607e-005	0.00000000000000000000e+000	1.09559631350000003636e+002	0.00000000000000000000e+000	-6.98471928641292865748e-005	0.00000000000000000000e+000	2.92112948912919802508e-005	0.00000000000000000000e+000	8.06119999389629811049e+001	1	1
3.76002421879999965313e+004	0.00000000000000000000e+000	3.76000000000000000000e+004	7.59574686529999979238e-005	0.00000000000000000000e+000	1.09602249150000005784e+002	0.00000000000000000000e+000	-7.12609417539702906692e-005	0.00000000000000000000e+000	2.62947756124430688019e-005	0.00000000000000000000e+000	8.07309999389108270407e+001	1	1
3.76506484379999965313e+004	0.00000000000000000000e+000	3.76500000000000000000e+004	7.61208211769999980702e-005	0.00000000000000000000e+000	1.09572380069999994134e+002	0.00000000000000000000e+000	-7.05953670895200066562e-005	0.00000000000000000000e+000	2.84723297634164003239e-005	0.00000000000000000000e+000	8.08499999389750882983e+001	1	1
3.77000000000000000000e+004	0.00000000000000000000e+000	3.77000000000000000000e+004	7.62980125729999941481e-005	0.00000000000000000000e+000	1.09567855829999999173e+002	0.00000000000000000000e+000	-7.06298572806890277839e-005	0.00000000000000000000e+000	2.88584473438742684589e-005	0.00000000000000000000e+000	8.09699999389704316854e+001	1	1
3.77505820309999980964e+004	0.00000000000000000000e+000	3.77500000000000000000e+004	7.65394506739999975001e-005	0.00000000000000000000e+000	1.09581703189999998926e+002	0.00000000000000000000e+000	-7.12474311241114989209e-005	0.00000000000000000000e+000	2.79658911478369714163e-005	0.00000000000000000000e+000	8.10899999389657750726e+001	1	1
3.78005195309999980964e+004	0.00000000000000000000e+000	3.78000000000000000000e+004	7.67651799829999946729e-005	0.00000000000000000000e+000	1.09567626950000004626e+002	0.00000000000000000000e+000	-7.10556715457234789289e-005	0.00000000000000000000e+000	2.90514095872927764655e-005	0.00000000000000000000e+000	8.12109999390086159110e+001	1	1
3.78504531250000000000e+004	0.00000000000000000000e+000	3.78500000000000000000e+004	7.69433972889999956641e-005	0.00000000000000000000e+000	1.09537239069999998264e+002	0.00000000000000000000e+000	-7.03030287512684907156e-005	0.00000000000000000000e+000	3.12693225825441946885e-005	0.00000000000000000000e+000	8.13309999390039592981e+001	1	1
3.78999570309999980964e+004	0.00000000000000000000e+000	3.79000000000000000000e+004	7.72380590209999960899e-005	0.00000000000000000000e+000	1.09558578490000002148e+002	0.00000000000000000000e+000	-7.12259666637625281620e-005	0.00000000000000000000e+000	2.98760679163786264847e-005	0.00000000000000000000e+000	8.14529999389778822660e+001	1	1
3.79504101559999980964e+004	0.00000000000000000000e+000	3.79500000000000000000e+004	7.75531661930000027925e-005	0.00000000000000000000e+000	1.09536407470000000330e+002	0.00000000000000000000e+000	-7.08339392401987906055e-005	0.00000000000000000000e+000	3.15760453235503231570e-005	0.00000000000000000000e+000	8.15739999390207231045e+001	1	1
3.80009843750000000000e+004	0.00000000000000000000e+000	3.80000000000000000000e+004	7.81074049879999934105e-005	0.00000000000000000000e+000	1.09589698789999999917e+002	0.00000000000000000000e+000	-7.29328336513120030005e-005	0.00000000000000000000e+000	2.79565464524768908408e-005	0.00000000000000000000e+000	8.16929999389685690403e+001	1	1
3.80505312500000000000e+004	0.00000000000000000000e+000	3.80500000000000000000e+004	7.83661016610000000365e-005	0.00000000000000000000e+000	1.09565193179999994300e+002	0.00000000000000000000e+000	-7.24651288938730781669e-005	0.00000000000000000000e+000	2.98337222608334340260e-005	0.00000000000000000000e+000	8.18149999389424920082e+001	1	1
3.81003710940000019036e+004	0.00000000000000000000e+000	3.81000000000000000000e+004	7.88940451459999963742e-005	0.00000000000000000000e+000	1.09556907649999999421e+002	0.00000000000000000000e+000	-7.27019634578569189185e-005	0.00000000000000000000e+000	3.06381276985314912479e-005	0.00000000000000000000e+000	8.19379999389639124274e+001	1	1
3.81505507809999980964e+004	0.00000000000000000000e+000	3.81500000000000000000e+004	7.96735039330000052813e-005	0.00000000000000000000e+000	1.09534935000000004379e+002	0.00000000000000000000e+000	-7.27227255149173485577e-005	0.00000000000000000000e+000	3.25464655937285593274e-005	0.00000000000000000000e+000	8.20569999389117583632e+001	1	1
3.82002890620000034687e+004	0.00000000000000000000e+000	3.82000000000000000000e+004	8.06019161249999947436e-005	0.00000000000000000000e+000	1.09462676999999999339e+002	0.00000000000000000000e+000	-7.10010860788570075499e-005	0.00000000000000000000e+000	3.81512078268076714502e-005	0.00000000000000000000e+000	8.21769999389071017504e+001	1	1
3.82504101559999980964e+004	0.00000000000000000000e+000	3.82500000000000000000e+004	8.20442146509999935700e-005	0.00000000000000000000e+000	1.09452659609999997770e+002	0.00000000000000000000e+000	-7.18789525826102771583e-005	0.00000000000000000000e+000	3.95559013716819006718e-005	0.00000000000000000000e+000	8.22959999389713630080e+001	1	1
3.83002929690000019036e+004	0.00000000000000000000e+000	3.83000000000000000000e+004	8.44923488330000054501e-005	0.00000000000000000000e+000	1.09468452450000000908e+002	0.00000000000000000000e+000	-7.46578461697239704857e-005	0.00000000000000000000e+000	3.95621412036202668564e-005	0.00000000000000000000e+000	8.24149999389192089438e+001	1	1
3.83501992190000019036e+004	0.00000000000000000000e+000	3.83500000000000000000e+004	8.97099671419999944964e-005	0.00000000000000000000e+000	1.09114730829999999173e+002	0.00000000000000000000e+000	-5.98104309398588826008e-005	0.00000000000000000000e+000	6.68624749422805294023e-005	0.00000000000000000000e+000	8.25339999389834702015e+001	1	1
3.84006718750000000000e+004	0.00000000000000000000e+000	3.84000000000000000000e+004	1.10369874160000001288e-004	0.00000000000000000000e+000	1.01588142399999995291e+002	0.00000000000000000000e+000	5.42282915821486744532e-005	0.00000000000000000000e+000	9.61290877631515780629e-005	0.00000000000000000000e+000	8.26559999389573931694e+001	1	1
3.84505390620000034687e+004	0.00000000000000000000e+000	3.84500000000000000000e+004	8.39100248409999993973e-005	0.00000000000000000000e+000	4.68281364440000018590e+001	0.00000000000000000000e+000	-8.02668897909974271825e-005	0.00000000000000000000e+000	2.44564648323732771265e-005	0.00000000000000000000e+000	8.27749999390216544271e+001	1	1
3.85007812500000000000e+004	0.00000000000000000000e+000	3.85000000000000000000e+004	5.43350906810000021624e-005	0.00000000000000000000e+000	1.06109054569999997852e+002	0.00000000000000000000e+000	4.13788645371574421799e-005	0.00000000000000000000e+000	-3.52149350266057890218e-005	0.00000000000000000000e+000	8.28969999389955773950e+001	1	1
3.85505742190000019036e+004	0.00000000000000000000e+000	3.85500000000000000000e+004	6.64567778590000057554e-005	0.00000000000000000000e+000	1.09168556210000005535e+002	0.00000000000000000000e+000	-4.69079178010953334985e-005	0.00000000000000000000e+000	4.70760084434328099183e-005	0.00000000000000000000e+000	8.30229999389266595244e+001	1	1
3.86005585940000019036e+004	0.00000000000000000000e+000	3.86000000000000000000e+004	6.94605841999999964022e-005	0.00000000000000000000e+000	1.09422927860000001488e+002	0.00000000000000000000e+000	-5.98319975799169848671e-005	0.00000000000000000000e+000	3.52832087968497787474e-005	0.00000000000000000000e+000	8.31429999389220029116e+001	1	1
3.86502578120000034687e+004	0.00000000000000000000e+000	3.86500000000000000000e+004	7.12347391529999992166e-005	0.00000000000000000000e+000	1.09541564940000000661e+002	0.00000000000000000000e+000	-6.52116609725908382301e-005	0.00000000000000000000e+000	2.86675310306246026017e-005	0.00000000000000000000e+000	8.32629999389173462987e+001	1	1
3.87001562500000000000e+004	0.00000000000000000000e+000	3.87000000000000000000e+004	7.24086203260000010103e-005	0.00000000000000000000e+000	1.09549240109999999504e+002	0.00000000000000000000e+000	-6.65079869501012944629e-005	0.00000000000000000000e+000	2.86303330291489443776e-005	0.00000000000000000000e+000	8.33819999389816075563e+001	1	1
